fips,county,date,report_median,group
26123,Newaygo,2020-06-25,63,5%
26125,Oakland,2020-06-25,175,5%
26127,Oceana,2020-06-25,38,5%
26129,Ogemaw,2020-06-25,9,5%
26131,Ontonagon,2020-06-25,0,5%
26133,Osceola,2020-06-25,33,5%
26135,Oscoda,2020-06-25,1,5%
26137,Otsego,2020-06-25,3,5%
26139,Ottawa,2020-06-25,242,5%
26141,Presque Isle,2020-06-25,2,5%
26143,Roscommon,2020-06-25,13,5%
26145,Saginaw,2020-06-25,318,5%
26147,St. Clair,2020-06-25,14,5%
26149,St. Joseph,2020-06-25,97,5%
26151,Sanilac,2020-06-25,54,5%
26153,Schoolcraft,2020-06-25,0,5%
26155,Shiawassee,2020-06-25,96,5%
26157,Tuscola,2020-06-25,78,5%
26159,Van Buren,2020-06-25,120,5%
26161,Washtenaw,2020-06-25,30,5%
26163,Wayne,2020-06-25,277,5%
26165,Wexford,2020-06-25,26,5%
26001,Alcona,2020-06-26,1,5%
26003,Alger,2020-06-26,0,5%
26005,Allegan,2020-06-26,130,5%
26007,Alpena,2020-06-26,1,5%
26009,Antrim,2020-06-26,5,5%
26011,Arenac,2020-06-26,7,5%
26013,Baraga,2020-06-26,0,5%
26015,Barry,2020-06-26,67,5%
26017,Bay,2020-06-26,141,5%
26019,Benzie,2020-06-26,2,5%
26021,Berrien,2020-06-26,225,5%
26023,Branch,2020-06-26,45,5%
26025,Calhoun,2020-06-26,233,5%
26027,Cass,2020-06-26,67,5%
26029,Charlevoix,2020-06-26,3,5%
26031,Cheboygan,2020-06-26,2,5%
26033,Chippewa,2020-06-26,1,5%
26035,Clare,2020-06-26,36,5%
26037,Clinton,2020-06-26,53,5%
26039,Crawford,2020-06-26,2,5%
26041,Delta,2020-06-26,0,5%
26043,Dickinson,2020-06-26,0,5%
26045,Eaton,2020-06-26,80,5%
26047,Emmet,2020-06-26,10,5%
26049,Genesee,2020-06-26,628,5%
26051,Gladwin,2020-06-26,12,5%
26053,Gogebic,2020-06-26,0,5%
26055,Grand Traverse,2020-06-26,98,5%
26057,Gratiot,2020-06-26,52,5%
26059,Hillsdale,2020-06-26,79,5%
26061,Houghton,2020-06-26,1,5%
26063,Huron,2020-06-26,23,5%
26065,Ingham,2020-06-26,33,5%
26067,Ionia,2020-06-26,42,5%
26069,Iosco,2020-06-26,4,5%
26071,Iron,2020-06-26,0,5%
26073,Isabella,2020-06-26,104,5%
26075,Jackson,2020-06-26,178,5%
26077,Kalamazoo,2020-06-26,450,5%
26079,Kalkaska,2020-06-26,3,5%
26081,Kent,2020-06-26,62,5%
26083,Keweenaw,2020-06-26,0,5%
26085,Lake,2020-06-26,3,5%
26087,Lapeer,2020-06-26,107,5%
26089,Leelanau,2020-06-26,12,5%
26091,Lenawee,2020-06-26,114,5%
26093,Livingston,2020-06-26,107,5%
26095,Luce,2020-06-26,0,5%
26097,Mackinac,2020-06-26,0,5%
26099,Macomb,2020-06-26,675,5%
26101,Manistee,2020-06-26,5,5%
26103,Marquette,2020-06-26,12,5%
26105,Mason,2020-06-26,16,5%
26107,Mecosta,2020-06-26,49,5%
26109,Menominee,2020-06-26,0,5%
26111,Midland,2020-06-26,75,5%
26113,Missaukee,2020-06-26,2,5%
26115,Monroe,2020-06-26,154,5%
26117,Montcalm,2020-06-26,2,5%
26119,Montmorency,2020-06-26,1,5%
26121,Muskegon,2020-06-26,275,5%
26123,Newaygo,2020-06-26,59,5%
26125,Oakland,2020-06-26,154,5%
26127,Oceana,2020-06-26,42,5%
26129,Ogemaw,2020-06-26,10,5%
26131,Ontonagon,2020-06-26,0,5%
26133,Osceola,2020-06-26,31,5%
26135,Oscoda,2020-06-26,1,5%
26137,Otsego,2020-06-26,3,5%
26139,Ottawa,2020-06-26,217,5%
26141,Presque Isle,2020-06-26,2,5%
26143,Roscommon,2020-06-26,15,5%
26145,Saginaw,2020-06-26,343,5%
26147,St. Clair,2020-06-26,12,5%
26149,St. Joseph,2020-06-26,98,5%
26151,Sanilac,2020-06-26,49,5%
26153,Schoolcraft,2020-06-26,0,5%
26155,Shiawassee,2020-06-26,97,5%
26157,Tuscola,2020-06-26,79,5%
26159,Van Buren,2020-06-26,123,5%
26161,Washtenaw,2020-06-26,29,5%
26163,Wayne,2020-06-26,243,5%
26165,Wexford,2020-06-26,32,5%
26001,Alcona,2020-06-27,1,5%
26003,Alger,2020-06-27,0,5%
26005,Allegan,2020-06-27,120,5%
26007,Alpena,2020-06-27,0,5%
26009,Antrim,2020-06-27,6,5%
26011,Arenac,2020-06-27,8,5%
26013,Baraga,2020-06-27,0,5%
26015,Barry,2020-06-27,61,5%
26017,Bay,2020-06-27,152,5%
26019,Benzie,2020-06-27,2,5%
26021,Berrien,2020-06-27,214,5%
26023,Branch,2020-06-27,49,5%
26025,Calhoun,2020-06-27,227,5%
26027,Cass,2020-06-27,63,5%
26029,Charlevoix,2020-06-27,5,5%
26031,Cheboygan,2020-06-27,3,5%
26033,Chippewa,2020-06-27,1,5%
26035,Clare,2020-06-27,38,5%
26037,Clinton,2020-06-27,50,5%
26039,Crawford,2020-06-27,2,5%
26041,Delta,2020-06-27,0,5%
26043,Dickinson,2020-06-27,0,5%
26045,Eaton,2020-06-27,68,5%
26047,Emmet,2020-06-27,14,5%
26049,Genesee,2020-06-27,597,5%
26051,Gladwin,2020-06-27,12,5%
26053,Gogebic,2020-06-27,0,5%
26055,Grand Traverse,2020-06-27,104,5%
26057,Gratiot,2020-06-27,48,5%
26059,Hillsdale,2020-06-27,75,5%
26061,Houghton,2020-06-27,2,5%
26063,Huron,2020-06-27,26,5%
26065,Ingham,2020-06-27,33,5%
26067,Ionia,2020-06-27,40,5%
26069,Iosco,2020-06-27,4,5%
26071,Iron,2020-06-27,0,5%
26073,Isabella,2020-06-27,103,5%
26075,Jackson,2020-06-27,169,5%
26077,Kalamazoo,2020-06-27,445,5%
26079,Kalkaska,2020-06-27,4,5%
26081,Kent,2020-06-27,54,5%
26083,Keweenaw,2020-06-27,0,5%
26085,Lake,2020-06-27,3,5%
26087,Lapeer,2020-06-27,105,5%
26089,Leelanau,2020-06-27,15,5%
26091,Lenawee,2020-06-27,108,5%
26093,Livingston,2020-06-27,101,5%
26095,Luce,2020-06-27,0,5%
26097,Mackinac,2020-06-27,0,5%
26099,Macomb,2020-06-27,597,5%
26101,Manistee,2020-06-27,6,5%
26103,Marquette,2020-06-27,16,5%
26105,Mason,2020-06-27,17,5%
26107,Mecosta,2020-06-27,46,5%
26109,Menominee,2020-06-27,0,5%
26111,Midland,2020-06-27,80,5%
26113,Missaukee,2020-06-27,3,5%
26115,Monroe,2020-06-27,148,5%
26117,Montcalm,2020-06-27,3,5%
26119,Montmorency,2020-06-27,1,5%
26121,Muskegon,2020-06-27,260,5%
26123,Newaygo,2020-06-27,58,5%
26125,Oakland,2020-06-27,135,5%
26127,Oceana,2020-06-27,41,5%
26129,Ogemaw,2020-06-27,11,5%
26131,Ontonagon,2020-06-27,0,5%
26133,Osceola,2020-06-27,37,5%
26135,Oscoda,2020-06-27,1,5%
26137,Otsego,2020-06-27,4,5%
26139,Ottawa,2020-06-27,196,5%
26141,Presque Isle,2020-06-27,2,5%
26143,Roscommon,2020-06-27,13,5%
26145,Saginaw,2020-06-27,358,5%
26147,St. Clair,2020-06-27,11,5%
26149,St. Joseph,2020-06-27,95,5%
26151,Sanilac,2020-06-27,47,5%
26153,Schoolcraft,2020-06-27,0,5%
26155,Shiawassee,2020-06-27,91,5%
26157,Tuscola,2020-06-27,82,5%
26159,Van Buren,2020-06-27,122,5%
26161,Washtenaw,2020-06-27,25,5%
26163,Wayne,2020-06-27,238,5%
26165,Wexford,2020-06-27,35,5%
26001,Alcona,2020-06-28,1,5%
26003,Alger,2020-06-28,0,5%
26005,Allegan,2020-06-28,107,5%
26007,Alpena,2020-06-28,1,5%
26009,Antrim,2020-06-28,5,5%
26011,Arenac,2020-06-28,9,5%
26013,Baraga,2020-06-28,0,5%
26015,Barry,2020-06-28,63,5%
26017,Bay,2020-06-28,162,5%
26019,Benzie,2020-06-28,2,5%
26021,Berrien,2020-06-28,207,5%
26023,Branch,2020-06-28,51,5%
26025,Calhoun,2020-06-28,233,5%
26027,Cass,2020-06-28,60,5%
26029,Charlevoix,2020-06-28,4,5%
26031,Cheboygan,2020-06-28,2,5%
26033,Chippewa,2020-06-28,2,5%
26035,Clare,2020-06-28,42,5%
26037,Clinton,2020-06-28,49,5%
26039,Crawford,2020-06-28,3,5%
26041,Delta,2020-06-28,0,5%
26043,Dickinson,2020-06-28,0,5%
26045,Eaton,2020-06-28,71,5%
26047,Emmet,2020-06-28,14,5%
26049,Genesee,2020-06-28,566,5%
26051,Gladwin,2020-06-28,16,5%
26053,Gogebic,2020-06-28,0,5%
26055,Grand Traverse,2020-06-28,106,5%
26057,Gratiot,2020-06-28,50,5%
26059,Hillsdale,2020-06-28,78,5%
26061,Houghton,2020-06-28,2,5%
26063,Huron,2020-06-28,29,5%
26065,Ingham,2020-06-28,27,5%
26067,Ionia,2020-06-28,37,5%
26069,Iosco,2020-06-28,6,5%
26071,Iron,2020-06-28,0,5%
26073,Isabella,2020-06-28,98,5%
26075,Jackson,2020-06-28,156,5%
26077,Kalamazoo,2020-06-28,452,5%
26079,Kalkaska,2020-06-28,4,5%
26081,Kent,2020-06-28,48,5%
26083,Keweenaw,2020-06-28,0,5%
26085,Lake,2020-06-28,4,5%
26087,Lapeer,2020-06-28,99,5%
26089,Leelanau,2020-06-28,14,5%
26091,Lenawee,2020-06-28,88,5%
26093,Livingston,2020-06-28,89,5%
26095,Luce,2020-06-28,0,5%
26097,Mackinac,2020-06-28,0,5%
26099,Macomb,2020-06-28,564,5%
26101,Manistee,2020-06-28,9,5%
26103,Marquette,2020-06-28,17,5%
26105,Mason,2020-06-28,20,5%
26107,Mecosta,2020-06-28,41,5%
26109,Menominee,2020-06-28,0,5%
26111,Midland,2020-06-28,88,5%
26113,Missaukee,2020-06-28,3,5%
26115,Monroe,2020-06-28,136,5%
26117,Montcalm,2020-06-28,2,5%
26119,Montmorency,2020-06-28,2,5%
26121,Muskegon,2020-06-28,245,5%
26123,Newaygo,2020-06-28,52,5%
26125,Oakland,2020-06-28,128,5%
26127,Oceana,2020-06-28,41,5%
26129,Ogemaw,2020-06-28,11,5%
26131,Ontonagon,2020-06-28,0,5%
26133,Osceola,2020-06-28,37,5%
26135,Oscoda,2020-06-28,1,5%
26137,Otsego,2020-06-28,5,5%
26139,Ottawa,2020-06-28,185,5%
26141,Presque Isle,2020-06-28,2,5%
26143,Roscommon,2020-06-28,19,5%
26145,Saginaw,2020-06-28,349,5%
26147,St. Clair,2020-06-28,10,5%
26149,St. Joseph,2020-06-28,100,5%
26151,Sanilac,2020-06-28,45,5%
26153,Schoolcraft,2020-06-28,0,5%
26155,Shiawassee,2020-06-28,84,5%
26157,Tuscola,2020-06-28,87,5%
26159,Van Buren,2020-06-28,120,5%
26161,Washtenaw,2020-06-28,19,5%
26163,Wayne,2020-06-28,191,5%
26165,Wexford,2020-06-28,36,5%
26001,Alcona,2020-06-29,1,5%
26003,Alger,2020-06-29,0,5%
26005,Allegan,2020-06-29,98,5%
26007,Alpena,2020-06-29,1,5%
26009,Antrim,2020-06-29,7,5%
26011,Arenac,2020-06-29,9,5%
26013,Baraga,2020-06-29,0,5%
26015,Barry,2020-06-29,53,5%
26017,Bay,2020-06-29,176,5%
26019,Benzie,2020-06-29,3,5%
26021,Berrien,2020-06-29,193,5%
26023,Branch,2020-06-29,60,5%
26025,Calhoun,2020-06-29,223,5%
26027,Cass,2020-06-29,56,5%
26029,Charlevoix,2020-06-29,6,5%
26031,Cheboygan,2020-06-29,4,5%
26033,Chippewa,2020-06-29,1,5%
26035,Clare,2020-06-29,44,5%
26037,Clinton,2020-06-29,40,5%
26039,Crawford,2020-06-29,4,5%
26041,Delta,2020-06-29,0,5%
26043,Dickinson,2020-06-29,0,5%
26045,Eaton,2020-06-29,63,5%
26047,Emmet,2020-06-29,16,5%
26049,Genesee,2020-06-29,552,5%
26051,Gladwin,2020-06-29,16,5%
26053,Gogebic,2020-06-29,0,5%
26055,Grand Traverse,2020-06-29,115,5%
26057,Gratiot,2020-06-29,42,5%
26059,Hillsdale,2020-06-29,77,5%
26061,Houghton,2020-06-29,2,5%
26063,Huron,2020-06-29,32,5%
26065,Ingham,2020-06-29,27,5%
26067,Ionia,2020-06-29,32,5%
26069,Iosco,2020-06-29,6,5%
26071,Iron,2020-06-29,0,5%
26073,Isabella,2020-06-29,96,5%
26075,Jackson,2020-06-29,147,5%
26077,Kalamazoo,2020-06-29,436,5%
26079,Kalkaska,2020-06-29,5,5%
26081,Kent,2020-06-29,43,5%
26083,Keweenaw,2020-06-29,0,5%
26085,Lake,2020-06-29,4,5%
26087,Lapeer,2020-06-29,92,5%
26089,Leelanau,2020-06-29,15,5%
26091,Lenawee,2020-06-29,90,5%
26093,Livingston,2020-06-29,75,5%
26095,Luce,2020-06-29,0,5%
26097,Mackinac,2020-06-29,0,5%
26099,Macomb,2020-06-29,495,5%
26101,Manistee,2020-06-29,9,5%
26103,Marquette,2020-06-29,19,5%
26105,Mason,2020-06-29,21,5%
26107,Mecosta,2020-06-29,38,5%
26109,Menominee,2020-06-29,0,5%
26111,Midland,2020-06-29,93,5%
26113,Missaukee,2020-06-29,4,5%
26115,Monroe,2020-06-29,127,5%
26117,Montcalm,2020-06-29,2,5%
26119,Montmorency,2020-06-29,2,5%
26121,Muskegon,2020-06-29,235,5%
26123,Newaygo,2020-06-29,51,5%
26125,Oakland,2020-06-29,115,5%
26127,Oceana,2020-06-29,40,5%
26129,Ogemaw,2020-06-29,16,5%
26131,Ontonagon,2020-06-29,0,5%
26133,Osceola,2020-06-29,39,5%
26135,Oscoda,2020-06-29,2,5%
26137,Otsego,2020-06-29,6,5%
26139,Ottawa,2020-06-29,166,5%
26141,Presque Isle,2020-06-29,4,5%
26143,Roscommon,2020-06-29,17,5%
26145,Saginaw,2020-06-29,352,5%
26147,St. Clair,2020-06-29,10,5%
26149,St. Joseph,2020-06-29,100,5%
26151,Sanilac,2020-06-29,41,5%
26153,Schoolcraft,2020-06-29,0,5%
26155,Shiawassee,2020-06-29,78,5%
26157,Tuscola,2020-06-29,87,5%
26159,Van Buren,2020-06-29,126,5%
26161,Washtenaw,2020-06-29,20,5%
26163,Wayne,2020-06-29,178,5%
26165,Wexford,2020-06-29,38,5%
26001,Alcona,2020-06-30,2,5%
26003,Alger,2020-06-30,0,5%
26005,Allegan,2020-06-30,81,5%
26007,Alpena,2020-06-30,1,5%
26009,Antrim,2020-06-30,8,5%
26011,Arenac,2020-06-30,10,5%
26013,Baraga,2020-06-30,0,5%
26015,Barry,2020-06-30,49,5%
26017,Bay,2020-06-30,180,5%
26019,Benzie,2020-06-30,3,5%
26021,Berrien,2020-06-30,191,5%
26023,Branch,2020-06-30,59,5%
26025,Calhoun,2020-06-30,221,5%
26027,Cass,2020-06-30,55,5%
26029,Charlevoix,2020-06-30,6,5%
26031,Cheboygan,2020-06-30,3,5%
26033,Chippewa,2020-06-30,1,5%
26035,Clare,2020-06-30,45,5%
26037,Clinton,2020-06-30,39,5%
26039,Crawford,2020-06-30,4,5%
26041,Delta,2020-06-30,0,5%
26043,Dickinson,2020-06-30,0,5%
26045,Eaton,2020-06-30,55,5%
26047,Emmet,2020-06-30,19,5%
26049,Genesee,2020-06-30,516,5%
26051,Gladwin,2020-06-30,20,5%
26053,Gogebic,2020-06-30,0,5%
26055,Grand Traverse,2020-06-30,125,5%
26057,Gratiot,2020-06-30,41,5%
26059,Hillsdale,2020-06-30,72,5%
26061,Houghton,2020-06-30,3,5%
26063,Huron,2020-06-30,35,5%
26065,Ingham,2020-06-30,24,5%
26067,Ionia,2020-06-30,30,5%
26069,Iosco,2020-06-30,6,5%
26071,Iron,2020-06-30,0,5%
26073,Isabella,2020-06-30,87,5%
26075,Jackson,2020-06-30,146,5%
26077,Kalamazoo,2020-06-30,445,5%
26079,Kalkaska,2020-06-30,6,5%
26081,Kent,2020-06-30,37,5%
26083,Keweenaw,2020-06-30,0,5%
26085,Lake,2020-06-30,4,5%
26087,Lapeer,2020-06-30,85,5%
26089,Leelanau,2020-06-30,18,5%
26091,Lenawee,2020-06-30,85,5%
26093,Livingston,2020-06-30,71,5%
26095,Luce,2020-06-30,0,5%
26097,Mackinac,2020-06-30,0,5%
26099,Macomb,2020-06-30,455,5%
26101,Manistee,2020-06-30,9,5%
26103,Marquette,2020-06-30,21,5%
26105,Mason,2020-06-30,24,5%
26107,Mecosta,2020-06-30,37,5%
26109,Menominee,2020-06-30,0,5%
26111,Midland,2020-06-30,101,5%
26113,Missaukee,2020-06-30,4,5%
26115,Monroe,2020-06-30,116,5%
26117,Montcalm,2020-06-30,2,5%
26119,Montmorency,2020-06-30,1,5%
26121,Muskegon,2020-06-30,230,5%
26123,Newaygo,2020-06-30,49,5%
26125,Oakland,2020-06-30,98,5%
26127,Oceana,2020-06-30,43,5%
26129,Ogemaw,2020-06-30,20,5%
26131,Ontonagon,2020-06-30,0,5%
26133,Osceola,2020-06-30,38,5%
26135,Oscoda,2020-06-30,2,5%
26137,Otsego,2020-06-30,7,5%
26139,Ottawa,2020-06-30,145,5%
26141,Presque Isle,2020-06-30,4,5%
26143,Roscommon,2020-06-30,19,5%
26145,Saginaw,2020-06-30,348,5%
26147,St. Clair,2020-06-30,8,5%
26149,St. Joseph,2020-06-30,100,5%
26151,Sanilac,2020-06-30,40,5%
26153,Schoolcraft,2020-06-30,0,5%
26155,Shiawassee,2020-06-30,74,5%
26157,Tuscola,2020-06-30,88,5%
26159,Van Buren,2020-06-30,122,5%
26161,Washtenaw,2020-06-30,18,5%
26163,Wayne,2020-06-30,156,5%
26165,Wexford,2020-06-30,41,5%
26001,Alcona,2020-07-01,2,5%
26003,Alger,2020-07-01,0,5%
26005,Allegan,2020-07-01,81,5%
26007,Alpena,2020-07-01,1,5%
26009,Antrim,2020-07-01,9,5%
26011,Arenac,2020-07-01,12,5%
26013,Baraga,2020-07-01,0,5%
26015,Barry,2020-07-01,49,5%
26017,Bay,2020-07-01,182,5%
26019,Benzie,2020-07-01,5,5%
26021,Berrien,2020-07-01,179,5%
26023,Branch,2020-07-01,68,5%
26025,Calhoun,2020-07-01,225,5%
26027,Cass,2020-07-01,51,5%
26029,Charlevoix,2020-07-01,7,5%
26031,Cheboygan,2020-07-01,3,5%
26033,Chippewa,2020-07-01,2,5%
26035,Clare,2020-07-01,47,5%
26037,Clinton,2020-07-01,33,5%
26039,Crawford,2020-07-01,4,5%
26041,Delta,2020-07-01,0,5%
26043,Dickinson,2020-07-01,0,5%
26045,Eaton,2020-07-01,49,5%
26047,Emmet,2020-07-01,20,5%
26049,Genesee,2020-07-01,471,5%
26051,Gladwin,2020-07-01,20,5%
26053,Gogebic,2020-07-01,0,5%
26055,Grand Traverse,2020-07-01,132,5%
26057,Gratiot,2020-07-01,36,5%
26059,Hillsdale,2020-07-01,75,5%
26061,Houghton,2020-07-01,3,5%
26063,Huron,2020-07-01,35,5%
26065,Ingham,2020-07-01,21,5%
26067,Ionia,2020-07-01,26,5%
26069,Iosco,2020-07-01,7,5%
26071,Iron,2020-07-01,0,5%
26073,Isabella,2020-07-01,82,5%
26075,Jackson,2020-07-01,129,5%
26077,Kalamazoo,2020-07-01,422,5%
26079,Kalkaska,2020-07-01,7,5%
26081,Kent,2020-07-01,35,5%
26083,Keweenaw,2020-07-01,0,5%
26085,Lake,2020-07-01,6,5%
26087,Lapeer,2020-07-01,79,5%
26089,Leelanau,2020-07-01,20,5%
26091,Lenawee,2020-07-01,78,5%
26093,Livingston,2020-07-01,60,5%
26095,Luce,2020-07-01,0,5%
26097,Mackinac,2020-07-01,0,5%
26099,Macomb,2020-07-01,424,5%
26101,Manistee,2020-07-01,10,5%
26103,Marquette,2020-07-01,24,5%
26105,Mason,2020-07-01,29,5%
26107,Mecosta,2020-07-01,34,5%
26109,Menominee,2020-07-01,1,5%
26111,Midland,2020-07-01,105,5%
26113,Missaukee,2020-07-01,5,5%
26115,Monroe,2020-07-01,101,5%
26117,Montcalm,2020-07-01,1,5%
26119,Montmorency,2020-07-01,2,5%
26121,Muskegon,2020-07-01,212,5%
26123,Newaygo,2020-07-01,43,5%
26125,Oakland,2020-07-01,90,5%
26127,Oceana,2020-07-01,43,5%
26129,Ogemaw,2020-07-01,18,5%
26131,Ontonagon,2020-07-01,0,5%
26133,Osceola,2020-07-01,38,5%
26135,Oscoda,2020-07-01,2,5%
26137,Otsego,2020-07-01,7,5%
26139,Ottawa,2020-07-01,138,5%
26141,Presque Isle,2020-07-01,5,5%
26143,Roscommon,2020-07-01,20,5%
26145,Saginaw,2020-07-01,341,5%
26147,St. Clair,2020-07-01,7,5%
26149,St. Joseph,2020-07-01,95,5%
26151,Sanilac,2020-07-01,37,5%
26153,Schoolcraft,2020-07-01,0,5%
26155,Shiawassee,2020-07-01,72,5%
26157,Tuscola,2020-07-01,94,5%
26159,Van Buren,2020-07-01,129,5%
26161,Washtenaw,2020-07-01,14,5%
26163,Wayne,2020-07-01,139,5%
26165,Wexford,2020-07-01,46,5%
26001,Alcona,2020-07-02,2,5%
26003,Alger,2020-07-02,0,5%
26005,Allegan,2020-07-02,73,5%
26007,Alpena,2020-07-02,1,5%
26009,Antrim,2020-07-02,10,5%
26011,Arenac,2020-07-02,13,5%
26013,Baraga,2020-07-02,0,5%
26015,Barry,2020-07-02,43,5%
26017,Bay,2020-07-02,189,5%
26019,Benzie,2020-07-02,6,5%
26021,Berrien,2020-07-02,169,5%
26023,Branch,2020-07-02,68,5%
26025,Calhoun,2020-07-02,217,5%
26027,Cass,2020-07-02,42,5%
26029,Charlevoix,2020-07-02,7,5%
26031,Cheboygan,2020-07-02,5,5%
26033,Chippewa,2020-07-02,3,5%
26035,Clare,2020-07-02,49,5%
26037,Clinton,2020-07-02,32,5%
26039,Crawford,2020-07-02,5,5%
26041,Delta,2020-07-02,0,5%
26043,Dickinson,2020-07-02,0,5%
26045,Eaton,2020-07-02,45,5%
26047,Emmet,2020-07-02,26,5%
26049,Genesee,2020-07-02,424,5%
26051,Gladwin,2020-07-02,22,5%
26053,Gogebic,2020-07-02,0,5%
26055,Grand Traverse,2020-07-02,131,5%
26057,Gratiot,2020-07-02,35,5%
26059,Hillsdale,2020-07-02,72,5%
26061,Houghton,2020-07-02,3,5%
26063,Huron,2020-07-02,39,5%
26065,Ingham,2020-07-02,21,5%
26067,Ionia,2020-07-02,23,5%
26069,Iosco,2020-07-02,9,5%
26071,Iron,2020-07-02,0,5%
26073,Isabella,2020-07-02,78,5%
26075,Jackson,2020-07-02,121,5%
26077,Kalamazoo,2020-07-02,415,5%
26079,Kalkaska,2020-07-02,8,5%
26081,Kent,2020-07-02,30,5%
26083,Keweenaw,2020-07-02,0,5%
26085,Lake,2020-07-02,6,5%
26087,Lapeer,2020-07-02,70,5%
26089,Leelanau,2020-07-02,21,5%
26091,Lenawee,2020-07-02,75,5%
26093,Livingston,2020-07-02,59,5%
26095,Luce,2020-07-02,0,5%
26097,Mackinac,2020-07-02,0,5%
26099,Macomb,2020-07-02,384,5%
26101,Manistee,2020-07-02,13,5%
26103,Marquette,2020-07-02,23,5%
26105,Mason,2020-07-02,30,5%
26107,Mecosta,2020-07-02,28,5%
26109,Menominee,2020-07-02,1,5%
26111,Midland,2020-07-02,112,5%
26113,Missaukee,2020-07-02,6,5%
26115,Monroe,2020-07-02,99,5%
26117,Montcalm,2020-07-02,2,5%
26119,Montmorency,2020-07-02,4,5%
26121,Muskegon,2020-07-02,203,5%
26123,Newaygo,2020-07-02,39,5%
26125,Oakland,2020-07-02,81,5%
26127,Oceana,2020-07-02,43,5%
26129,Ogemaw,2020-07-02,20,5%
26131,Ontonagon,2020-07-02,0,5%
26133,Osceola,2020-07-02,38,5%
26135,Oscoda,2020-07-02,3,5%
26137,Otsego,2020-07-02,8,5%
26139,Ottawa,2020-07-02,121,5%
26141,Presque Isle,2020-07-02,6,5%
26143,Roscommon,2020-07-02,19,5%
26145,Saginaw,2020-07-02,335,5%
26147,St. Clair,2020-07-02,7,5%
26149,St. Joseph,2020-07-02,101,5%
26151,Sanilac,2020-07-02,34,5%
26153,Schoolcraft,2020-07-02,0,5%
26155,Shiawassee,2020-07-02,66,5%
26157,Tuscola,2020-07-02,91,5%
26159,Van Buren,2020-07-02,126,5%
26161,Washtenaw,2020-07-02,14,5%
26163,Wayne,2020-07-02,119,5%
26165,Wexford,2020-07-02,43,5%
26001,Alcona,2020-07-03,3,5%
26003,Alger,2020-07-03,0,5%
26005,Allegan,2020-07-03,66,5%
26007,Alpena,2020-07-03,2,5%
26009,Antrim,2020-07-03,10,5%
26011,Arenac,2020-07-03,15,5%
26013,Baraga,2020-07-03,0,5%
26015,Barry,2020-07-03,40,5%
26017,Bay,2020-07-03,192,5%
26019,Benzie,2020-07-03,6,5%
26021,Berrien,2020-07-03,165,5%
26023,Branch,2020-07-03,72,5%
26025,Calhoun,2020-07-03,205,5%
26027,Cass,2020-07-03,43,5%
26029,Charlevoix,2020-07-03,9,5%
26031,Cheboygan,2020-07-03,6,5%
26033,Chippewa,2020-07-03,3,5%
26035,Clare,2020-07-03,48,5%
26037,Clinton,2020-07-03,28,5%
26039,Crawford,2020-07-03,6,5%
26041,Delta,2020-07-03,0,5%
26043,Dickinson,2020-07-03,0,5%
26045,Eaton,2020-07-03,40,5%
26047,Emmet,2020-07-03,21,5%
26049,Genesee,2020-07-03,414,5%
26051,Gladwin,2020-07-03,24,5%
26053,Gogebic,2020-07-03,0,5%
26055,Grand Traverse,2020-07-03,134,5%
26057,Gratiot,2020-07-03,29,5%
26059,Hillsdale,2020-07-03,70,5%
26061,Houghton,2020-07-03,4,5%
26063,Huron,2020-07-03,45,5%
26065,Ingham,2020-07-03,16,5%
26067,Ionia,2020-07-03,23,5%
26069,Iosco,2020-07-03,9,5%
26071,Iron,2020-07-03,0,5%
26073,Isabella,2020-07-03,74,5%
26075,Jackson,2020-07-03,106,5%
26077,Kalamazoo,2020-07-03,415,5%
26079,Kalkaska,2020-07-03,9,5%
26081,Kent,2020-07-03,30,5%
26083,Keweenaw,2020-07-03,0,5%
26085,Lake,2020-07-03,6,5%
26087,Lapeer,2020-07-03,64,5%
26089,Leelanau,2020-07-03,22,5%
26091,Lenawee,2020-07-03,68,5%
26093,Livingston,2020-07-03,52,5%
26095,Luce,2020-07-03,0,5%
26097,Mackinac,2020-07-03,0,5%
26099,Macomb,2020-07-03,326,5%
26101,Manistee,2020-07-03,11,5%
26103,Marquette,2020-07-03,28,5%
26105,Mason,2020-07-03,34,5%
26107,Mecosta,2020-07-03,28,5%
26109,Menominee,2020-07-03,1,5%
26111,Midland,2020-07-03,126,5%
26113,Missaukee,2020-07-03,6,5%
26115,Monroe,2020-07-03,85,5%
26117,Montcalm,2020-07-03,1,5%
26119,Montmorency,2020-07-03,4,5%
26121,Muskegon,2020-07-03,185,5%
26123,Newaygo,2020-07-03,36,5%
26125,Oakland,2020-07-03,70,5%
26127,Oceana,2020-07-03,43,5%
26129,Ogemaw,2020-07-03,23,5%
26131,Ontonagon,2020-07-03,0,5%
26133,Osceola,2020-07-03,37,5%
26135,Oscoda,2020-07-03,3,5%
26137,Otsego,2020-07-03,9,5%
26139,Ottawa,2020-07-03,111,5%
26141,Presque Isle,2020-07-03,6,5%
26143,Roscommon,2020-07-03,20,5%
26145,Saginaw,2020-07-03,320,5%
26147,St. Clair,2020-07-03,6,5%
26149,St. Joseph,2020-07-03,100,5%
26151,Sanilac,2020-07-03,32,5%
26153,Schoolcraft,2020-07-03,0,5%
26155,Shiawassee,2020-07-03,65,5%
